ordenID,productoID,UnitPrice,Quantity,NombreProducto,categoriaID,clienteID,fecha,NombreCategoria,TotalVenta,Mes
10452,28,36.4,15,Rössle Sauerkraut,7,SAVEA,1997-02-20,Produce,546.0,1997-02
10452,44,15.5,100,Gula Malacca,2,SAVEA,1997-02-20,Condiments,1550.0,1997-02
10453,48,10.2,15,Chocolade,3,AROUT,1997-02-21,Confections,153.0,1997-02
10453,70,12.0,25,Outback Lager,1,AROUT,1997-02-21,Beverages,300.0,1997-02
10454,16,13.9,20,Pavlova,3,LAMAI,1997-02-21,Confections,278.0,1997-02
10454,33,2.0,20,Geitost,4,LAMAI,1997-02-21,Dairy Products,40.0,1997-02
10454,46,9.6,10,Spegesild,8,LAMAI,1997-02-21,Seafood,96.0,1997-02
10455,39,14.4,20,Chartreuse verte,1,WARTH,1997-02-24,Beverages,288.0,1997-02
10455,53,26.2,50,Perth Pasties,6,WARTH,1997-02-24,Meat/Poultry,1310.0,1997-02
10455,61,22.8,25,Sirop d'érable,2,WARTH,1997-02-24,Condiments,570.0,1997-02
10455,71,17.2,30,Flotemysost,4,WARTH,1997-02-24,Dairy Products,516.0,1997-02
10456,21,8.0,40,Sir Rodney's Scones,3,KOENE,1997-02-25,Confections,320.0,1997-02
10456,49,16.0,21,Maxilaku,3,KOENE,1997-02-25,Confections,336.0,1997-02
10457,59,44.0,36,Raclette Courdavault,4,KOENE,1997-02-25,Dairy Products,1584.0,1997-02
10458,26,24.9,30,Gumbär Gummibärchen,3,SUPRD,1997-02-26,Confections,747.0,1997-02
10458,28,36.4,30,Rössle Sauerkraut,7,SUPRD,1997-02-26,Produce,1092.0,1997-02
10458,43,36.8,20,Ipoh Coffee,1,SUPRD,1997-02-26,Beverages,736.0,1997-02
10458,56,30.4,15,Gnocchi di nonna Alice,5,SUPRD,1997-02-26,Grains/Cereals,456.0,1997-02
10458,71,17.2,50,Flotemysost,4,SUPRD,1997-02-26,Dairy Products,860.0,1997-02
10459,7,24.0,16,Uncle Bob's Organic Dried Pears,7,VICTE,1997-02-27,Produce,384.0,1997-02
10459,46,9.6,20,Spegesild,8,VICTE,1997-02-27,Seafood,192.0,1997-02
10459,72,27.8,40,Mozzarella di Giovanni,4,VICTE,1997-02-27,Dairy Products,1112.0,1997-02
10460,68,10.0,21,Scottish Longbreads,3,FOLKO,1997-02-28,Confections,210.0,1997-02
10460,75,6.2,4,Rhönbräu Klosterbier,1,FOLKO,1997-02-28,Beverages,24.8,1997-02
10461,21,8.0,40,Sir Rodney's Scones,3,LILAS,1997-02-28,Confections,320.0,1997-02
10461,30,20.7,28,Nord-Ost Matjeshering,8,LILAS,1997-02-28,Seafood,579.6,1997-02
10461,55,19.2,60,Pâté chinois,6,LILAS,1997-02-28,Meat/Poultry,1152.0,1997-02
10462,13,4.8,1,Konbu,8,CONSH,1997-03-03,Seafood,4.8,1997-03
10462,23,7.2,21,Tunnbröd,5,CONSH,1997-03-03,Grains/Cereals,151.20000000000002,1997-03
10463,19,7.3,21,Teatime Chocolate Biscuits,3,SUPRD,1997-03-04,Confections,153.29999999999998,1997-03
10463,42,11.2,50,Singaporean Hokkien Fried Mee,5,SUPRD,1997-03-04,Grains/Cereals,560.0,1997-03
10464,4,17.6,16,Chef Anton's Cajun Seasoning,2,FURIB,1997-03-04,Condiments,281.6,1997-03
10464,43,36.8,3,Ipoh Coffee,1,FURIB,1997-03-04,Beverages,110.39999999999999,1997-03
10464,56,30.4,30,Gnocchi di nonna Alice,5,FURIB,1997-03-04,Grains/Cereals,912.0,1997-03
10464,60,27.2,20,Camembert Pierrot,4,FURIB,1997-03-04,Dairy Products,544.0,1997-03
10465,24,3.6,25,Guaraná Fantástica,1,VAFFE,1997-03-05,Beverages,90.0,1997-03
10465,29,99.0,18,Thüringer Rostbratwurst,6,VAFFE,1997-03-05,Meat/Poultry,1782.0,1997-03
10465,40,14.7,20,Boston Crab Meat,8,VAFFE,1997-03-05,Seafood,294.0,1997-03
10465,45,7.6,30,Rogede sild,8,VAFFE,1997-03-05,Seafood,228.0,1997-03
10465,50,13.0,25,Valkoinen suklaa,3,VAFFE,1997-03-05,Confections,325.0,1997-03
10466,11,16.8,10,Queso Cabrales,4,COMMI,1997-03-06,Dairy Products,168.0,1997-03
10466,46,9.6,5,Spegesild,8,COMMI,1997-03-06,Seafood,48.0,1997-03
10467,24,3.6,28,Guaraná Fantástica,1,MAGAA,1997-03-06,Beverages,100.8,1997-03
10467,25,11.2,12,NuNuCa Nuß-Nougat-Creme,3,MAGAA,1997-03-06,Confections,134.39999999999998,1997-03
10468,30,20.7,8,Nord-Ost Matjeshering,8,KOENE,1997-03-07,Seafood,165.6,1997-03
10468,43,36.8,15,Ipoh Coffee,1,KOENE,1997-03-07,Beverages,552.0,1997-03
10469,2,15.2,40,Chang,1,WHITC,1997-03-10,Beverages,608.0,1997-03
10469,16,13.9,35,Pavlova,3,WHITC,1997-03-10,Confections,486.5,1997-03
10469,44,15.5,2,Gula Malacca,2,WHITC,1997-03-10,Condiments,31.0,1997-03
10470,18,50.0,30,Carnarvon Tigers,8,BONAP,1997-03-11,Seafood,1500.0,1997-03
10470,23,7.2,15,Tunnbröd,5,BONAP,1997-03-11,Grains/Cereals,108.0,1997-03
10470,64,26.6,8,Wimmers gute Semmelknödel,5,BONAP,1997-03-11,Grains/Cereals,212.8,1997-03
10471,7,24.0,30,Uncle Bob's Organic Dried Pears,7,BSBEV,1997-03-11,Produce,720.0,1997-03
10471,56,30.4,20,Gnocchi di nonna Alice,5,BSBEV,1997-03-11,Grains/Cereals,608.0,1997-03
10472,24,3.6,80,Guaraná Fantástica,1,SEVES,1997-03-12,Beverages,288.0,1997-03
10472,51,42.4,18,Manjimup Dried Apples,7,SEVES,1997-03-12,Produce,763.1999999999999,1997-03
10473,33,2.0,12,Geitost,4,ISLAT,1997-03-13,Dairy Products,24.0,1997-03
10473,71,17.2,12,Flotemysost,4,ISLAT,1997-03-13,Dairy Products,206.39999999999998,1997-03
10474,14,18.6,12,Tofu,7,PERIC,1997-03-13,Produce,223.20000000000002,1997-03
10474,28,36.4,18,Rössle Sauerkraut,7,PERIC,1997-03-13,Produce,655.1999999999999,1997-03
10474,40,14.7,21,Boston Crab Meat,8,PERIC,1997-03-13,Seafood,308.7,1997-03
10474,75,6.2,10,Rhönbräu Klosterbier,1,PERIC,1997-03-13,Beverages,62.0,1997-03
10475,31,10.0,35,Gorgonzola Telino,4,SUPRD,1997-03-14,Dairy Products,350.0,1997-03
10475,66,13.6,60,Louisiana Hot Spiced Okra,2,SUPRD,1997-03-14,Condiments,816.0,1997-03
10475,76,14.4,42,Lakkalikööri,1,SUPRD,1997-03-14,Beverages,604.8000000000001,1997-03
10476,55,19.2,2,Pâté chinois,6,HILAA,1997-03-17,Meat/Poultry,38.4,1997-03
10476,70,12.0,12,Outback Lager,1,HILAA,1997-03-17,Beverages,144.0,1997-03
10477,1,14.4,15,Chai,1,PRINI,1997-03-17,Beverages,216.0,1997-03
10477,21,8.0,21,Sir Rodney's Scones,3,PRINI,1997-03-17,Confections,168.0,1997-03
10477,39,14.4,20,Chartreuse verte,1,PRINI,1997-03-17,Beverages,288.0,1997-03
10478,10,24.8,20,Ikura,8,VICTE,1997-03-18,Seafood,496.0,1997-03
10479,38,210.8,30,Côte de Blaye,1,RATTC,1997-03-19,Beverages,6324.0,1997-03
10479,53,26.2,28,Perth Pasties,6,RATTC,1997-03-19,Meat/Poultry,733.6,1997-03
10479,59,44.0,60,Raclette Courdavault,4,RATTC,1997-03-19,Dairy Products,2640.0,1997-03
10479,64,26.6,30,Wimmers gute Semmelknödel,5,RATTC,1997-03-19,Grains/Cereals,798.0,1997-03
10480,47,7.6,30,Zaanse koeken,3,FOLIG,1997-03-20,Confections,228.0,1997-03
10480,59,44.0,12,Raclette Courdavault,4,FOLIG,1997-03-20,Dairy Products,528.0,1997-03
10481,49,16.0,24,Maxilaku,3,RICAR,1997-03-20,Confections,384.0,1997-03
10481,60,27.2,40,Camembert Pierrot,4,RICAR,1997-03-20,Dairy Products,1088.0,1997-03
10482,40,14.7,10,Boston Crab Meat,8,LAZYK,1997-03-21,Seafood,147.0,1997-03
10483,34,11.2,35,Sasquatch Ale,1,WHITC,1997-03-24,Beverages,392.0,1997-03
10483,77,10.4,30,Original Frankfurter grüne Soße,2,WHITC,1997-03-24,Condiments,312.0,1997-03
10484,21,8.0,14,Sir Rodney's Scones,3,BSBEV,1997-03-24,Confections,112.0,1997-03
10484,40,14.7,10,Boston Crab Meat,8,BSBEV,1997-03-24,Seafood,147.0,1997-03
10484,51,42.4,3,Manjimup Dried Apples,7,BSBEV,1997-03-24,Produce,127.19999999999999,1997-03
10485,2,15.2,20,Chang,1,LINOD,1997-03-25,Beverages,304.0,1997-03
10485,3,8.0,20,Aniseed Syrup,2,LINOD,1997-03-25,Condiments,160.0,1997-03
10485,55,19.2,30,Pâté chinois,6,LINOD,1997-03-25,Meat/Poultry,576.0,1997-03
10485,70,12.0,60,Outback Lager,1,LINOD,1997-03-25,Beverages,720.0,1997-03
10486,11,16.8,5,Queso Cabrales,4,HILAA,1997-03-26,Dairy Products,84.0,1997-03
10486,51,42.4,25,Manjimup Dried Apples,7,HILAA,1997-03-26,Produce,1060.0,1997-03
10486,74,8.0,16,Longlife Tofu,7,HILAA,1997-03-26,Produce,128.0,1997-03
10487,19,7.3,5,Teatime Chocolate Biscuits,3,QUEEN,1997-03-26,Confections,36.5,1997-03
10487,26,24.9,30,Gumbär Gummibärchen,3,QUEEN,1997-03-26,Confections,747.0,1997-03
10487,54,5.9,24,Tourtière,6,QUEEN,1997-03-26,Meat/Poultry,141.60000000000002,1997-03
10488,59,44.0,30,Raclette Courdavault,4,FRANK,1997-03-27,Dairy Products,1320.0,1997-03
10488,73,12.0,20,Röd Kaviar,8,FRANK,1997-03-27,Seafood,240.0,1997-03
10489,11,16.8,15,Queso Cabrales,4,PICCO,1997-03-28,Dairy Products,252.0,1997-03
10489,16,13.9,18,Pavlova,3,PICCO,1997-03-28,Confections,250.20000000000002,1997-03
10490,59,44.0,60,Raclette Courdavault,4,HILAA,1997-03-31,Dairy Products,2640.0,1997-03
10490,68,10.0,30,Scottish Longbreads,3,HILAA,1997-03-31,Confections,300.0,1997-03
10490,75,6.2,36,Rhönbräu Klosterbier,1,HILAA,1997-03-31,Beverages,223.20000000000002,1997-03
10491,44,15.5,15,Gula Malacca,2,FURIB,1997-03-31,Condiments,232.5,1997-03
10491,77,10.4,7,Original Frankfurter grüne Soße,2,FURIB,1997-03-31,Condiments,72.8,1997-03
10492,25,11.2,60,NuNuCa Nuß-Nougat-Creme,3,BOTTM,1997-04-01,Confections,672.0,1997-04
10492,42,11.2,20,Singaporean Hokkien Fried Mee,5,BOTTM,1997-04-01,Grains/Cereals,224.0,1997-04
10493,65,16.8,15,Louisiana Fiery Hot Pepper Sauce,2,LAMAI,1997-04-02,Condiments,252.0,1997-04
10493,66,13.6,10,Louisiana Hot Spiced Okra,2,LAMAI,1997-04-02,Condiments,136.0,1997-04
10493,69,28.8,10,Gudbrandsdalsost,4,LAMAI,1997-04-02,Dairy Products,288.0,1997-04
10494,56,30.4,30,Gnocchi di nonna Alice,5,COMMI,1997-04-02,Grains/Cereals,912.0,1997-04
10495,23,7.2,10,Tunnbröd,5,LAUGB,1997-04-03,Grains/Cereals,72.0,1997-04
10495,41,7.7,20,Jack's New England Clam Chowder,8,LAUGB,1997-04-03,Seafood,154.0,1997-04
10495,77,10.4,5,Original Frankfurter grüne Soße,2,LAUGB,1997-04-03,Condiments,52.0,1997-04
10496,31,10.0,20,Gorgonzola Telino,4,TRADH,1997-04-04,Dairy Products,200.0,1997-04
10497,56,30.4,14,Gnocchi di nonna Alice,5,LEHMS,1997-04-04,Grains/Cereals,425.59999999999997,1997-04
10497,72,27.8,25,Mozzarella di Giovanni,4,LEHMS,1997-04-04,Dairy Products,695.0,1997-04
10497,77,10.4,25,Original Frankfurter grüne Soße,2,LEHMS,1997-04-04,Condiments,260.0,1997-04
10498,24,4.5,14,Guaraná Fantástica,1,HILAA,1997-04-07,Beverages,63.0,1997-04
10498,40,18.4,5,Boston Crab Meat,8,HILAA,1997-04-07,Seafood,92.0,1997-04
10498,42,14.0,30,Singaporean Hokkien Fried Mee,5,HILAA,1997-04-07,Grains/Cereals,420.0,1997-04
10499,28,45.6,20,Rössle Sauerkraut,7,LILAS,1997-04-08,Produce,912.0,1997-04
10499,49,20.0,25,Maxilaku,3,LILAS,1997-04-08,Confections,500.0,1997-04
10500,15,15.5,12,Genen Shouyu,2,LAMAI,1997-04-09,Condiments,186.0,1997-04
10500,28,45.6,8,Rössle Sauerkraut,7,LAMAI,1997-04-09,Produce,364.8,1997-04
10501,54,7.45,20,Tourtière,6,BLAUS,1997-04-09,Meat/Poultry,149.0,1997-04
10502,45,9.5,21,Rogede sild,8,PERIC,1997-04-10,Seafood,199.5,1997-04
10502,53,32.8,6,Perth Pasties,6,PERIC,1997-04-10,Meat/Poultry,196.79999999999998,1997-04
10502,67,14.0,30,Laughing Lumberjack Lager,1,PERIC,1997-04-10,Beverages,420.0,1997-04
10503,14,23.25,70,Tofu,7,HUNGO,1997-04-11,Produce,1627.5,1997-04
10503,65,21.05,20,Louisiana Fiery Hot Pepper Sauce,2,HUNGO,1997-04-11,Condiments,421.0,1997-04
10504,2,19.0,12,Chang,1,WHITC,1997-04-11,Beverages,228.0,1997-04
10504,21,10.0,12,Sir Rodney's Scones,3,WHITC,1997-04-11,Confections,120.0,1997-04
10504,53,32.8,10,Perth Pasties,6,WHITC,1997-04-11,Meat/Poultry,328.0,1997-04
10504,61,28.5,25,Sirop d'érable,2,WHITC,1997-04-11,Condiments,712.5,1997-04
10505,62,49.3,3,Tarte au sucre,3,MEREP,1997-04-14,Confections,147.89999999999998,1997-04
10506,25,14.0,18,NuNuCa Nuß-Nougat-Creme,3,KOENE,1997-04-15,Confections,252.0,1997-04
10506,70,15.0,14,Outback Lager,1,KOENE,1997-04-15,Beverages,210.0,1997-04
10507,43,46.0,15,Ipoh Coffee,1,ANTON,1997-04-15,Beverages,690.0,1997-04
10507,48,12.75,15,Chocolade,3,ANTON,1997-04-15,Confections,191.25,1997-04
10508,13,6.0,10,Konbu,8,OTTIK,1997-04-16,Seafood,60.0,1997-04
10508,39,18.0,10,Chartreuse verte,1,OTTIK,1997-04-16,Beverages,180.0,1997-04
10509,28,45.6,3,Rössle Sauerkraut,7,BLAUS,1997-04-17,Produce,136.8,1997-04
10510,29,123.79,36,Thüringer Rostbratwurst,6,SAVEA,1997-04-18,Meat/Poultry,4456.4400000000005,1997-04
10510,75,7.75,36,Rhönbräu Klosterbier,1,SAVEA,1997-04-18,Beverages,279.0,1997-04
10511,4,22.0,50,Chef Anton's Cajun Seasoning,2,BONAP,1997-04-18,Condiments,1100.0,1997-04
10511,7,30.0,50,Uncle Bob's Organic Dried Pears,7,BONAP,1997-04-18,Produce,1500.0,1997-04
10511,8,40.0,10,Northwoods Cranberry Sauce,2,BONAP,1997-04-18,Condiments,400.0,1997-04
10512,24,4.5,10,Guaraná Fantástica,1,FAMIA,1997-04-21,Beverages,45.0,1997-04
10512,46,12.0,9,Spegesild,8,FAMIA,1997-04-21,Seafood,108.0,1997-04
10512,47,9.5,6,Zaanse koeken,3,FAMIA,1997-04-21,Confections,57.0,1997-04
10512,60,34.0,12,Camembert Pierrot,4,FAMIA,1997-04-21,Dairy Products,408.0,1997-04
10513,21,10.0,40,Sir Rodney's Scones,3,WANDK,1997-04-22,Confections,400.0,1997-04
10513,32,32.0,50,Mascarpone Fabioli,4,WANDK,1997-04-22,Dairy Products,1600.0,1997-04
10513,61,28.5,15,Sirop d'érable,2,WANDK,1997-04-22,Condiments,427.5,1997-04
10514,20,81.0,39,Sir Rodney's Marmalade,3,ERNSH,1997-04-22,Confections,3159.0,1997-04
10514,28,45.6,35,Rössle Sauerkraut,7,ERNSH,1997-04-22,Produce,1596.0,1997-04
10514,56,38.0,70,Gnocchi di nonna Alice,5,ERNSH,1997-04-22,Grains/Cereals,2660.0,1997-04
10514,65,21.05,39,Louisiana Fiery Hot Pepper Sauce,2,ERNSH,1997-04-22,Condiments,820.95,1997-04
10514,75,7.75,50,Rhönbräu Klosterbier,1,ERNSH,1997-04-22,Beverages,387.5,1997-04
10515,9,97.0,16,Mishi Kobe Niku,6,QUICK,1997-04-23,Meat/Poultry,1552.0,1997-04
10515,16,17.45,50,Pavlova,3,QUICK,1997-04-23,Confections,872.5,1997-04
10515,27,43.9,120,Schoggi Schokolade,3,QUICK,1997-04-23,Confections,5268.0,1997-04
10515,33,2.5,16,Geitost,4,QUICK,1997-04-23,Dairy Products,40.0,1997-04
10515,60,34.0,84,Camembert Pierrot,4,QUICK,1997-04-23,Dairy Products,2856.0,1997-04
10516,18,62.5,25,Carnarvon Tigers,8,HUNGO,1997-04-24,Seafood,1562.5,1997-04
10516,41,9.65,80,Jack's New England Clam Chowder,8,HUNGO,1997-04-24,Seafood,772.0,1997-04
10516,42,14.0,20,Singaporean Hokkien Fried Mee,5,HUNGO,1997-04-24,Grains/Cereals,280.0,1997-04
10517,52,7.0,6,Filo Mix,5,NORTS,1997-04-24,Grains/Cereals,42.0,1997-04
10517,59,55.0,4,Raclette Courdavault,4,NORTS,1997-04-24,Dairy Products,220.0,1997-04
10517,70,15.0,6,Outback Lager,1,NORTS,1997-04-24,Beverages,90.0,1997-04
10518,24,4.5,5,Guaraná Fantástica,1,TORTU,1997-04-25,Beverages,22.5,1997-04
10518,38,263.5,15,Côte de Blaye,1,TORTU,1997-04-25,Beverages,3952.5,1997-04
10518,44,19.45,9,Gula Malacca,2,TORTU,1997-04-25,Condiments,175.04999999999998,1997-04
10519,10,31.0,16,Ikura,8,CHOPS,1997-04-28,Seafood,496.0,1997-04
10519,56,38.0,40,Gnocchi di nonna Alice,5,CHOPS,1997-04-28,Grains/Cereals,1520.0,1997-04
10519,60,34.0,10,Camembert Pierrot,4,CHOPS,1997-04-28,Dairy Products,340.0,1997-04
10520,24,4.5,8,Guaraná Fantástica,1,SANTG,1997-04-29,Beverages,36.0,1997-04
10520,53,32.8,5,Perth Pasties,6,SANTG,1997-04-29,Meat/Poultry,164.0,1997-04
10521,35,18.0,3,Steeleye Stout,1,CACTU,1997-04-29,Beverages,54.0,1997-04
10521,41,9.65,10,Jack's New England Clam Chowder,8,CACTU,1997-04-29,Seafood,96.5,1997-04
10521,68,12.5,6,Scottish Longbreads,3,CACTU,1997-04-29,Confections,75.0,1997-04
10522,1,18.0,40,Chai,1,LEHMS,1997-04-30,Beverages,720.0,1997-04
10522,8,40.0,24,Northwoods Cranberry Sauce,2,LEHMS,1997-04-30,Condiments,960.0,1997-04
10522,30,25.89,20,Nord-Ost Matjeshering,8,LEHMS,1997-04-30,Seafood,517.8,1997-04
10522,40,18.4,25,Boston Crab Meat,8,LEHMS,1997-04-30,Seafood,459.99999999999994,1997-04
10523,17,39.0,25,Alice Mutton,6,SEVES,1997-05-01,Meat/Poultry,975.0,1997-05
10523,20,81.0,15,Sir Rodney's Marmalade,3,SEVES,1997-05-01,Confections,1215.0,1997-05
10523,37,26.0,18,Gravad lax,8,SEVES,1997-05-01,Seafood,468.0,1997-05
10523,41,9.65,6,Jack's New England Clam Chowder,8,SEVES,1997-05-01,Seafood,57.900000000000006,1997-05
10524,10,31.0,2,Ikura,8,BERGS,1997-05-01,Seafood,62.0,1997-05
10524,30,25.89,10,Nord-Ost Matjeshering,8,BERGS,1997-05-01,Seafood,258.9,1997-05
10524,43,46.0,60,Ipoh Coffee,1,BERGS,1997-05-01,Beverages,2760.0,1997-05
10524,54,7.45,15,Tourtière,6,BERGS,1997-05-01,Meat/Poultry,111.75,1997-05
10525,36,19.0,30,Inlagd Sill,8,BONAP,1997-05-02,Seafood,570.0,1997-05
10525,40,18.4,15,Boston Crab Meat,8,BONAP,1997-05-02,Seafood,276.0,1997-05
10526,1,18.0,8,Chai,1,WARTH,1997-05-05,Beverages,144.0,1997-05
10526,13,6.0,10,Konbu,8,WARTH,1997-05-05,Seafood,60.0,1997-05
10526,56,38.0,30,Gnocchi di nonna Alice,5,WARTH,1997-05-05,Grains/Cereals,1140.0,1997-05
10527,4,22.0,50,Chef Anton's Cajun Seasoning,2,QUICK,1997-05-05,Condiments,1100.0,1997-05
10527,36,19.0,30,Inlagd Sill,8,QUICK,1997-05-05,Seafood,570.0,1997-05
10528,11,21.0,3,Queso Cabrales,4,GREAL,1997-05-06,Dairy Products,63.0,1997-05
10528,33,2.5,8,Geitost,4,GREAL,1997-05-06,Dairy Products,20.0,1997-05
10528,72,34.8,9,Mozzarella di Giovanni,4,GREAL,1997-05-06,Dairy Products,313.2,1997-05
10529,55,24.0,14,Pâté chinois,6,MAISD,1997-05-07,Meat/Poultry,336.0,1997-05
10529,68,12.5,20,Scottish Longbreads,3,MAISD,1997-05-07,Confections,250.0,1997-05
10529,69,36.0,10,Gudbrandsdalsost,4,MAISD,1997-05-07,Dairy Products,360.0,1997-05
10530,17,39.0,40,Alice Mutton,6,PICCO,1997-05-08,Meat/Poultry,1560.0,1997-05
10530,43,46.0,25,Ipoh Coffee,1,PICCO,1997-05-08,Beverages,1150.0,1997-05
10530,61,28.5,20,Sirop d'érable,2,PICCO,1997-05-08,Condiments,570.0,1997-05
10530,76,18.0,50,Lakkalikööri,1,PICCO,1997-05-08,Beverages,900.0,1997-05
10531,59,55.0,2,Raclette Courdavault,4,OCEAN,1997-05-08,Dairy Products,110.0,1997-05
10532,30,25.89,15,Nord-Ost Matjeshering,8,EASTC,1997-05-09,Seafood,388.35,1997-05
10532,66,17.0,24,Louisiana Hot Spiced Okra,2,EASTC,1997-05-09,Condiments,408.0,1997-05
10533,4,22.0,50,Chef Anton's Cajun Seasoning,2,FOLKO,1997-05-12,Condiments,1100.0,1997-05
10533,72,34.8,24,Mozzarella di Giovanni,4,FOLKO,1997-05-12,Dairy Products,835.1999999999999,1997-05
10533,73,15.0,24,Röd Kaviar,8,FOLKO,1997-05-12,Seafood,360.0,1997-05
10534,30,25.89,10,Nord-Ost Matjeshering,8,LEHMS,1997-05-12,Seafood,258.9,1997-05
10534,40,18.4,10,Boston Crab Meat,8,LEHMS,1997-05-12,Seafood,184.0,1997-05
10534,54,7.45,10,Tourtière,6,LEHMS,1997-05-12,Meat/Poultry,74.5,1997-05
10535,11,21.0,50,Queso Cabrales,4,ANTON,1997-05-13,Dairy Products,1050.0,1997-05
10535,40,18.4,10,Boston Crab Meat,8,ANTON,1997-05-13,Seafood,184.0,1997-05
10535,57,19.5,5,Ravioli Angelo,5,ANTON,1997-05-13,Grains/Cereals,97.5,1997-05
10535,59,55.0,15,Raclette Courdavault,4,ANTON,1997-05-13,Dairy Products,825.0,1997-05
10536,12,38.0,15,Queso Manchego La Pastora,4,LEHMS,1997-05-14,Dairy Products,570.0,1997-05
10536,31,12.5,20,Gorgonzola Telino,4,LEHMS,1997-05-14,Dairy Products,250.0,1997-05
10536,33,2.5,30,Geitost,4,LEHMS,1997-05-14,Dairy Products,75.0,1997-05
10536,60,34.0,35,Camembert Pierrot,4,LEHMS,1997-05-14,Dairy Products,1190.0,1997-05
10537,31,12.5,30,Gorgonzola Telino,4,RICSU,1997-05-14,Dairy Products,375.0,1997-05
10537,51,53.0,6,Manjimup Dried Apples,7,RICSU,1997-05-14,Produce,318.0,1997-05
10537,58,13.25,20,Escargots de Bourgogne,8,RICSU,1997-05-14,Seafood,265.0,1997-05
10537,72,34.8,21,Mozzarella di Giovanni,4,RICSU,1997-05-14,Dairy Products,730.8,1997-05
10537,73,15.0,9,Röd Kaviar,8,RICSU,1997-05-14,Seafood,135.0,1997-05
10538,70,15.0,7,Outback Lager,1,BSBEV,1997-05-15,Beverages,105.0,1997-05
10538,72,34.8,1,Mozzarella di Giovanni,4,BSBEV,1997-05-15,Dairy Products,34.8,1997-05
10539,13,6.0,8,Konbu,8,BSBEV,1997-05-16,Seafood,48.0,1997-05
10539,21,10.0,15,Sir Rodney's Scones,3,BSBEV,1997-05-16,Confections,150.0,1997-05
10539,33,2.5,15,Geitost,4,BSBEV,1997-05-16,Dairy Products,37.5,1997-05
10539,49,20.0,6,Maxilaku,3,BSBEV,1997-05-16,Confections,120.0,1997-05
10540,3,10.0,60,Aniseed Syrup,2,QUICK,1997-05-19,Condiments,600.0,1997-05
10540,26,31.23,40,Gumbär Gummibärchen,3,QUICK,1997-05-19,Confections,1249.2,1997-05
10540,38,263.5,30,Côte de Blaye,1,QUICK,1997-05-19,Beverages,7905.0,1997-05
10540,68,12.5,35,Scottish Longbreads,3,QUICK,1997-05-19,Confections,437.5,1997-05
10541,24,4.5,35,Guaraná Fantástica,1,HANAR,1997-05-19,Beverages,157.5,1997-05
10541,38,263.5,4,Côte de Blaye,1,HANAR,1997-05-19,Beverages,1054.0,1997-05
10541,65,21.05,36,Louisiana Fiery Hot Pepper Sauce,2,HANAR,1997-05-19,Condiments,757.8000000000001,1997-05
10541,71,21.5,9,Flotemysost,4,HANAR,1997-05-19,Dairy Products,193.5,1997-05
10542,11,21.0,15,Queso Cabrales,4,KOENE,1997-05-20,Dairy Products,315.0,1997-05
10542,54,7.45,24,Tourtière,6,KOENE,1997-05-20,Meat/Poultry,178.8,1997-05
10543,12,38.0,30,Queso Manchego La Pastora,4,LILAS,1997-05-21,Dairy Products,1140.0,1997-05
10543,23,9.0,70,Tunnbröd,5,LILAS,1997-05-21,Grains/Cereals,630.0,1997-05
10544,28,45.6,7,Rössle Sauerkraut,7,LONEP,1997-05-21,Produce,319.2,1997-05
10544,67,14.0,7,Laughing Lumberjack Lager,1,LONEP,1997-05-21,Beverages,98.0,1997-05
10545,11,21.0,10,Queso Cabrales,4,LAZYK,1997-05-22,Dairy Products,210.0,1997-05
10546,7,30.0,10,Uncle Bob's Organic Dried Pears,7,VICTE,1997-05-23,Produce,300.0,1997-05
10546,35,18.0,30,Steeleye Stout,1,VICTE,1997-05-23,Beverages,540.0,1997-05
10546,62,49.3,40,Tarte au sucre,3,VICTE,1997-05-23,Confections,1972.0,1997-05
10547,32,32.0,24,Mascarpone Fabioli,4,SEVES,1997-05-23,Dairy Products,768.0,1997-05
10547,36,19.0,60,Inlagd Sill,8,SEVES,1997-05-23,Seafood,1140.0,1997-05
10548,34,14.0,10,Sasquatch Ale,1,TOMSP,1997-05-26,Beverages,140.0,1997-05
10548,41,9.65,14,Jack's New England Clam Chowder,8,TOMSP,1997-05-26,Seafood,135.1,1997-05
10549,31,12.5,55,Gorgonzola Telino,4,QUICK,1997-05-27,Dairy Products,687.5,1997-05
10549,45,9.5,100,Rogede sild,8,QUICK,1997-05-27,Seafood,950.0,1997-05
10549,51,53.0,48,Manjimup Dried Apples,7,QUICK,1997-05-27,Produce,2544.0,1997-05
10550,17,39.0,8,Alice Mutton,6,GODOS,1997-05-28,Meat/Poultry,312.0,1997-05
10550,19,9.2,10,Teatime Chocolate Biscuits,3,GODOS,1997-05-28,Confections,92.0,1997-05
10550,21,10.0,6,Sir Rodney's Scones,3,GODOS,1997-05-28,Confections,60.0,1997-05
10550,61,28.5,10,Sirop d'érable,2,GODOS,1997-05-28,Condiments,285.0,1997-05
10551,16,17.45,40,Pavlova,3,FURIB,1997-05-28,Confections,698.0,1997-05
10551,35,18.0,20,Steeleye Stout,1,FURIB,1997-05-28,Beverages,360.0,1997-05
10551,44,19.45,40,Gula Malacca,2,FURIB,1997-05-28,Condiments,778.0,1997-05
10552,69,36.0,18,Gudbrandsdalsost,4,HILAA,1997-05-29,Dairy Products,648.0,1997-05
10552,75,7.75,30,Rhönbräu Klosterbier,1,HILAA,1997-05-29,Beverages,232.5,1997-05
